1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
484,California,CA,15,H0CA15148,(I),Mike,Honda,"Honda, Mike",,DEM,57662,100.00%,,,126147,67.60%,,,,
486,California,CA,15,H0CA15205,,Scott,Kirkland,"Kirkland, Scott",,REP,12992,38.78%,,,60468,32.40%,,,,
487,California,CA,15,H0CA15189,,Don ,Barich,"Barich, Don ",,REP,12314,36.75%,,,,,,,,
488,California,CA,15,H4CA15058,,Raymond L.,Chukwu,"Chukwu, Raymond L.",,REP,8200,24.47%,,,,,,,,
492,California,CA,16,H4CA16049,(I),Zoe,Lofgren,"Lofgren, Zoe",,DEM,48757,100.00%,,,105841,67.82%,,,,
494,California,CA,16,H0CA16104,,Daniel,Sahagun,"Sahagun, Daniel",,W(REP)/REP,2935,91.15%,,,37913,24.29%,,,,
495,California,CA,16,H0CA16096,,Edward ,Gonzalez,"Gonzalez, Edward ",,W(REP),285,8.85%,,,,,,,,
497,California,CA,16,H0CA16096,,Edward ,Gonzalez,"Gonzalez, Edward ",,LIB,319,100.00%,,,12304,7.88%,,,,
501,California,CA,17,H0CA17136,(I),Sam,Farr,"Farr, Sam",,DEM,52689,88.79%,,,118734,66.65%,,,,
502,California,CA,17,H6CA16069,,Arthur V.,Dunn,"Dunn, Arthur V.",,DEM,6653,11.21%,,,,,,,,
504,California,CA,17,H8CA17089,,Jeff,Taylor,"Taylor, Jeff",,REP,17790,61.09%,,,53176,29.85%,,,,
505,California,CA,17,H0CA17110,,Gary Richard,Arnold,"Arnold, Gary Richard",,REP,6192,21.26%,,,,,,,,
506,California,CA,17,H0CA17144,,Pete ,Andresen,"Andresen, Pete ",,REP,5125,17.60%,,,,,,,,
507,California,CA,17,H0CA17177,,Michael Robert,Le Barre,"Le Barre, Michael Robert",,W(REP),12,0.04%,,,,,,,,
509,California,CA,17,H0CA17151,,Eric,Petersen,"Petersen, Eric",,GRE,600,100.00%,,,3397,1.91%,,,,
511,California,CA,17,H0CA17128,,Mary V.,Larkin,"Larkin, Mary V.",,LIB,334,100.00%,,,2742,1.54%,,,,
513,California,CA,17,H0CA17185 ,,Ronald P.,Kabat,"Kabat, Ronald P.",,W,,,,,90,0.05%,,,,
516,California,CA,18,H2CA18056,(I),Dennis,Cardoza,"Cardoza, Dennis",,DEM,28748,100.00%,,,72853,58.48%,,,,
518,California,CA,18,H0CA18050,,"Michael Clare, Sr.",Berryhill,"Berryhill, Michael Clare, Sr.",,REP,23978,100.00%,,,51716,41.52%,,,,
522,California,CA,19,H0CA19173,,Jeff,Denham,"Denham, Jeff",,REP,26594,36.30%,,,128394,64.55%,,,,
523,California,CA,19,H0CA19140,,Jim,Patterson,"Patterson, Jim",,REP,22355,30.51%,,,,,,,,
524,California,CA,19,H2CA11051,,Richard,Pombo,"Pombo, Richard",,REP,15196,20.74%,,,,,,,,
525,California,CA,19,H0CA19181,,Larry ,Westerlund,"Westerlund, Larry ",,REP,9126,12.46%,,,,,,,,
527,California,CA,19,H0CA19132,,Loraine,Goodwin,"Goodwin, Loraine",,DEM,20452,52.56%,,,69912,35.15%,,,,
528,California,CA,19,H0CA19124,,Les,Marsden,"Marsden, Les",,DEM/W,18457,47.44%,,,596,0.30%,,,,
532,California,CA,20,H4CA20082,(I),Jim,Costa,"Costa, Jim",,DEM,19599,79.28%,,,46247,51.70%,,,,
533,California,CA,20,H6CA21176,,Steve ,Haze,"Haze, Steve ",,DEM,5122,20.72%,,,,,,,,
535,California,CA,20,H0CA20098,,Andy,Vidak,"Vidak, Andy",,REP,13770,70.30%,,,43197,48.30%,,,,
536,California,CA,20,H0CA20114,,Richard,Lake,"Lake, Richard",,REP,4347,22.19%,,,,,,,,
537,California,CA,20,H0CA20106,,Serafin,Quintanar,"Quintanar, Serafin",,REP,1471,7.51%,,,,,,,,
541,California,CA,21,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,REP,55299,100.00%,,,135979,100.00%,,,,
543,California,CA,21,H0CA21096,,Ruben,Macareno,"Macareno, Ruben",,W(DEM),367,100.00%,,,,,,,,
547,California,CA,22,H6CA22125,(I),Kevin,McCarthy,"McCarthy, Kevin",,REP,77140,100.00%,,,173490,98.76%,,,,
549,California,CA,22,H0CA22086,,John,Uebersax,"Uebersax, John",,W,,,,,2173,1.24%,,,,
552,California,CA,23,H8CA22089,(I),Lois,Capps,"Capps, Lois",,DEM,52305,100.00%,,,111768,57.77%,,,,
554,California,CA,23,H0CA23118,,Tom ,Watson,"Watson, Tom ",,REP,15108,36.08%,,,72744,37.60%,,,,
555,California,CA,23,H0CA23100,,John A.,Davidson,"Davidson, John A.",,REP,9429,22.52%,,,,,,,,
556,California,CA,23,H0CA23092,,Dave,Stockdale,"Stockdale, Dave",,REP,7044,16.82%,,,,,,,,
557,California,CA,23,H0CA23126,,Clark,Vandeventer,"Vandeventer, Clark",,REP,6670,15.93%,,,,,,,,
558,California,CA,23,H0CA23134,,Carole Lee,Miller,"Miller, Carole Lee",,REP,3626,8.66%,,,,,,,,
560,California,CA,23,H0CA23159,,John V.,Hager,"Hager, John V.",,IND,,,,,5625,2.91%,,,,
561,California,CA,23,H0CA23142,,Darrell M.,Stafford,"Stafford, Darrell M.",,LIB,434,100.00%,,,3326,1.72%,,,,
565,California,CA,24,H6CA21028,(I),Elton,Gallegly,"Gallegly, Elton",,REP,71041,100.00%,,,144055,59.94%,,,,
567,California,CA,24,H0CA24116,,Timothy J.,Allison,"Allison, Timothy J.",,DEM,19832,47.39%,,,96279,40.06%,,,,
568,California,CA,24,H0CA24124,,Marie T.,Panec,"Panec, Marie T.",,DEM,12526,29.93%,,,,,,,,
569,California,CA,24,H0CA24108,,Shawn,Stern,"Stern, Shawn",,DEM,9494,22.68%,,,,,,,,
573,California,CA,25,H2CA25036,(I),"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,REP,47544,100.00%,,,118308,61.83%,,,,
575,California,CA,25,H8CA25058,,Jackie ,Conaway,"Conaway, Jackie ",,DEM,23546,100.00%,,,73028,38.17%,,,,
579,California,CA,26,H8CA35032,(I),David,Dreier,"Dreier, David",,REP,42400,72.33%,,,112774,54.13%,,,,
580,California,CA,26,H0CA26095,,Mark,Butler,"Butler, Mark",,REP,16220,27.67%,,,,,,,,
582,California,CA,26,H6CA26183,,Russ,Warner,"Warner, Russ",,DEM,28951,100.00%,,,76093,36.52%,,,,
584,California,CA,26,H0CA26087,,David L.,Miller,"Miller, David L.",,AIP,705,100.00%,,,12784,6.14%,,,,
586,California,CA,26,H0CA26103,,Randall,Weissbuch,"Weissbuch, Randall",,LIB,308,100.00%,,,6696,3.21%,,,,
590,California,CA,27,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",,DEM,31724,100.00%,,,102927,65.15%,,,,
592,California,CA,27,H0CA27101,,Mark,Reed,"Reed, Mark",,REP,14172,54.63%,,,55056,34.85%,,,,
593,California,CA,27,H8CA27088,,Navraj,Singh,"Singh, Navraj",,REP,11772,45.37%,,,,,,,,
597,California,CA,28,H2CA26026,(I),Howard L. ,Berman,"Berman, Howard L. ",,DEM,26092,83.37%,,,88385,69.54%,,,,
598,California,CA,28,H0CA28117,,Richard A.,Valdez,"Valdez, Richard A.",,DEM,5203,16.63%,,,,,,,,
600,California,CA,28,H0CA28091,,Merlin,Froyd,"Froyd, Merlin",,REP,10732,100.00%,,,28493,22.42%,,,,
602,California,CA,28,H0CA28125,,Carlos A.,Rodriquez,"Rodriquez, Carlos A.",,LIB,145,100.00%,,,10229,8.05%,,,,
606,California,CA,29,H0CA27085,(I),Adam B.,Schiff,"Schiff, Adam B.",,DEM,31832,100.00%,,,104374,64.78%,,,,
608,California,CA,29,H0CA29099,,John P.,Colbert,"Colbert, John P.",,REP,24172,100.00%,,,51534,31.98%,,,,
610,California,CA,29,H0CA29107,,William P.,Cushing,"Cushing, William P.",,LIB,212,100.00%,,,5218,3.24%,,,,
614,California,CA,30,H6CA24048,(I),Henry A.,Waxman,"Waxman, Henry A.",,DEM,55952,100.00%,,,153663,64.63%,,,,
616,California,CA,30,H0CA30105,,Charles E.,Wilkerson,"Wilkerson, Charles E.",,REP,10270,32.57%,,,75948,31.94%,,,,
617,California,CA,30,H0CA30089,,David,Benning,"Benning, David",,REP,10231,32.45%,,,,,,,,
618,California,CA,30,H0CA30063,,Ari,David,"David, Ari",,REP,4321,13.70%,,,,,,,,
619,California,CA,30,H0CA30071,,Robert A.,Flutie,"Flutie, Robert A.",,REP,4264,13.52%,,,,,,,,
620,California,CA,30,H0CA30097,,Chris,Kolski,"Kolski, Chris",,REP,2444,7.75%,,,,,,,,
622,California,CA,30,H0CA30113,,Erich D.,Miller,"Miller, Erich D.",,LIB,301,100.00%,,,5021,2.11%,,,,
624,California,CA,30,H0CA30121,,Richard R.,Castaldo,"Castaldo, Richard R.",,PAF,65,100.00%,,,3115,1.31%,,,,
628,California,CA,31,H2CA30143,(I),Xavier,Becerra,"Becerra, Xavier",,DEM,20550,88.03%,,,76363,83.82%,,,,
629,California,CA,31,H6CA31126,,Sal,Genoves,"Genoves, Sal",,DEM/W,2795,11.97%,,,3,0.00%,,,,
631,California,CA,31,H0CA31111,,Stephen C.,Smith,"Smith, Stephen C.",,REP,5256,100.00%,,,14740,16.18%,,,,
635,California,CA,32,H0CA32101,(I),Judy,Chu,"Chu, Judy",,DEM,21718,100.00%,,,77759,71.04%,,,,
637,California,CA,32,H0CA32325,,"Edward ""Ed""",Schmerling,"Schmerling, Edward ""Ed""",,REP,11567,100.00%,,,31697,28.96%,,,,
641,California,CA,33,H0CA33117 ,,Karen,Bass,"Bass, Karen",,DEM,41250,85.30%,,,131990,86.08%,,,,
642,California,CA,33,H0CA33083,,Felton,Newell,"Newell, Felton",,DEM,3096,6.40%,,,,,,,,
643,California,CA,33,H0CA33158,,Morris F.,Griffin,"Griffin, Morris F.",,DEM,2075,4.29%,,,,,,,,
644,California,CA,33,H0CA33182,,Nick Juan,Mostert,"Mostert, Nick Juan",,DEM,1937,4.01%,,,,,,,,
646,California,CA,33,H0CA33174,,James L.,Andion,"Andion, James L.",,REP,3785,51.29%,,,21342,13.92%,,,,
647,California,CA,33,H8CA33243,,"David C., II",Crowley,"Crowley, David C., II",,REP,1956,26.51%,,,,,,,,
648,California,CA,33,H0CA33133,,Phil,Jennerjahn,"Jennerjahn, Phil",,REP,1627,22.05%,,,,,,,,
649,California,CA,33,H0CA33141,,Luis,Montoya,"Montoya, Luis",,W(REP),11,0.15%,,,,,,,,
651,California,CA,33,H0CA33190 ,,Mervin Leon ,Evans,"Evans, Mervin Leon ",,W,,,,,1,0.00%,,,,
654,California,CA,34,H2CA33048,(I),Lucille,Roybal-Allard,"Roybal-Allard, Lucille",,DEM,14309,70.75%,,,69382,77.23%,,,,
655,California,CA,34,H0CA34099,,David,Sanchez,"Sanchez, David",,DEM,5917,29.25%,,,,,,,,
657,California,CA,34,H6CA34211,,Wayne,Miller,"Miller, Wayne",,REP,7042,100.00%,,,20457,22.77%,,,,
661,California,CA,35,H4CA23011 ,(I),Maxine,Waters,"Waters, Maxine",,DEM,32946,100.00%,,,98131,79.33%,,,,
663,California,CA,35,H0CA35112,,K. Bruce,Brown,"Brown, K. Bruce",,REP,7343,100.00%,,,25561,20.66%,,,,
665,California,CA,35,H0CA35120,,Suleiman Charles,Edmondson,"Edmondson, Suleiman Charles",,W,,,,,2,0.00%,,,,
668,California,CA,36,H2CA27107,(I),Jane,Harman,"Harman, Jane",,DEM,27146,59.09%,,,114489,59.62%,,,,
669,California,CA,36,H6CA36117,,Marcy,Winograd,"Winograd, Marcy",,DEM,18792,40.91%,,,,,,,,
671,California,CA,36,H0CA36136,,Mattie,Fein,"Fein, Mattie",,REP,16679,50.22%,,,66706,34.74%,,,,
672,California,CA,36,H0CA36128,,Pete ,Kesterson,"Kesterson, Pete ",,REP,14254,42.92%,,,,,,,,
673,California,CA,36,H0CA36144,,Andrew J.,Sharp,"Sharp, Andrew J.",,REP,2278,6.86%,,,,,,,,
675,California,CA,36,H0CA36151,,Herb,Peters,"Peters, Herb",,LIB,339,100.00%,,,10840,5.64%,,,,
679,California,CA,37,H8CA37137,(I),Laura,Richardson,"Richardson, Laura",,DEM,22574,67.34%,,,85799,68.36%,,,,
680,California,CA,37,H2CA38062,,Peter ,Mathews,"Mathews, Peter ",,DEM,6144,18.33%,,,,,,,,
681,California,CA,37,H8CA37178,,Lee,Davis,"Davis, Lee",,DEM,2848,8.50%,,,,,,,,
682,California,CA,37,H0CA37142,,Terrance,Ponchak,"Ponchak, Terrance",,DEM,1955,5.83%,,,,,,,,
684,California,CA,37,H0CA37159,,Star ,Parker,"Parker, Star ",,REP,9894,100.00%,,,29159,23.23%,,,,
686,California,CA,37,H8CA37277,,Nicholas,Dibs,"Dibs, Nicholas",,IND,,,,,10560,8.41%,,,,
689,California,CA,38,H8CA34068,(I),Grace F.,Napolitano,"Napolitano, Grace F.",,DEM,22447,100.00%,,,85459,73.45%,,,,
691,California,CA,38,H0CA38116,,Robert,Vaughn,"Vaughn, Robert",,REP,10324,99.84%,,,30883,26.55%,,,,
692,California,CA,38,H0CA38132,,Chris,Smith,"Smith, Chris",,W(REP),17,0.16%,,,,,,,,
696,California,CA,39,H2CA39078,(I),Linda T.,Sanchez,"Sanchez, Linda T.",,DEM,23125,100.00%,,,81590,63.27%,,,,
698,California,CA,39,H0CA39080,,Larry S.,Andre,"Andre, Larry S.",,REP,17062,100.00%,,,42037,32.60%,,,,
700,California,CA,39,H0CA39098,,John A.,Smith,"Smith, John A.",,AIP,342,100.00%,,,5334,4.14%,,,,
704,California,CA,40,H6CA39020,(I),Ed,Royce,"Royce, Ed",,REP,55351,100.00%,,,119455,66.79%,,,,
706,California,CA,40,H6CA40275,,Christina,Avalos,"Avalos, Christina",,DEM,25518,100.00%,,,59400,33.21%,,,,
710,California,CA,41,H8CA37079 ,(I),Jerry,Lewis,"Lewis, Jerry",,REP,42462,66.28%,,,127857,63.21%,,,,
711,California,CA,41,H8CA41154,,Eric R.,Stone,"Stone, Eric R.",,REP,21607,33.72%,,,,,,,,
713,California,CA,41,H8CA41113,,Pat,Meagher,"Meagher, Pat",,DEM,30159,100.00%,,,74394,36.78%,,,,
715,California,CA,41,H8CA41162,,Pamela,Zander,"Zander, Pamela",,W,,,,,35,0.02%,,,,
718,California,CA,42,H8CA41063,(I),Gary G.,Miller,"Miller, Gary G.",,REP,32669,48.76%,,,127161,62.21%,,,,
719,California,CA,42,H0CA42175,,Phil,Liberatore,"Liberatore, Phil",,REP,25181,37.58%,,,,,,,,
720,California,CA,42,H0CA42167,,Lee,McGroarty,"McGroarty, Lee",,REP,7113,10.62%,,,,,,,,
721,California,CA,42,H0CA42183,,David,Su,"Su, David",,REP,2041,3.05%,,,,,,,,
723,California,CA,42,H8CA42210,,Michael,Williamson,"Williamson, Michael",,DEM,23366,100.00%,,,65122,31.86%,,,,
725,California,CA,42,H0CA42191,,Mark,Lambert,"Lambert, Mark",,LIB,371,100.00%,,,12115,5.93%,,,,
729,California,CA,43,H6CA42099,(I),Joe,Baca,"Baca, Joe",,DEM,18529,100.00%,,,70026,65.50%,,,,
731,California,CA,43,H6CA43121,,Scott,Folkens,"Folkens, Scott",,REP,13232,100.00%,,,36890,34.50%,,,,
735,California,CA,44,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",,REP,37327,66.28%,,,107482,55.61%,,,,
736,California,CA,44,H0CA44130,,Chris,Riggs,"Riggs, Chris",,REP,18994,33.72%,,,,,,,,
738,California,CA,44,H8CA44091 ,,Bill,Hedrick,"Hedrick, Bill",,DEM,27283,100.00%,,,85784,44.39%,,,,
742,California,CA,45,H8CA44034,(I),Mary Bono,Mack,"Mack, Mary Bono",,REP,42981,70.55%,,,106472,51.49%,,,,
743,California,CA,45,H0CA45061,,Clayton,Thibodeau,"Thibodeau, Clayton",,REP,17940,29.45%,,,,,,,,
745,California,CA,45,H0CA45053,,Steve ,Pougnet,"Pougnet, Steve ",,DEM,33235,100.00%,,,87141,42.14%,,,,
747,California,CA,45,H0CA45079,,Bill,Lussenheide,"Lussenheide, Bill",,AIP,951,100.00%,,,13188,6.38%,,,,
751,California,CA,46,H8CA42061,(I),Dana,Rohrabacher,"Rohrabacher, Dana",,REP,67156,100.00%,,,139822,62.20%,,,,
753,California,CA,46,H0CA46069,,Ken,Arnold,"Arnold, Ken",,DEM,19735,58.72%,,,84940,37.79%,,,,
754,California,CA,46,H0CA00074,,Jay A.,Shah,"Shah, Jay A.",,DEM/W,13875,41.28%,,,20,0.01%,,,,
758,California,CA,47,H6CA46033,(I),Loretta,Sanchez,"Sanchez, Loretta",,DEM,17409,100.00%,,,50832,52.98%,,,,
760,California,CA,47,H0CA47067,,Van,Tran,"Tran, Van",,REP,10706,54.63%,,,37679,39.27%,,,,
761,California,CA,47,H0CA47117,,Katherine H.,Smith,"Smith, Katherine H.",,REP,5017,25.60%,,,,,,,,
762,California,CA,47,H0CA47109,,Tan,Nguyen,"Nguyen, Tan",,REP,3876,19.78%,,,,,,,,
764,California,CA,47,H0CA47083,,"Cecilia ""Ceci""",Iglesias,"Iglesias, Cecilia ""Ceci""",,IND,,,,,7443,7.76%,,,,
767,California,CA,48,H6CA48039,(I),John,Campbell,"Campbell, John",,REP,72658,100.00%,,,145481,59.94%,,,,
769,California,CA,48,H0CA48131,,Beth,Krom,"Krom, Beth",,DEM,30818,100.00%,,,88465,36.45%,,,,
771,California,CA,48,H0CA48149,,Mike,Binkley,"Binkley, Mike",,LIB,568,100.00%,,,8773,3.61%,,,,
775,California,CA,49,H0CA48024,(I),Darrell,Issa,"Issa, Darrell",,REP,60447,100.00%,,,119088,62.78%,,,,
777,California,CA,49,H0CA49089,,Howard,Katz,"Katz, Howard",,DEM,25948,100.00%,,,59714,31.48%,,,,
779,California,CA,49,H0CA49097,,Dion,Clark,"Clark, Dion",,AIP,1141,100.00%,,,6585,3.47%,,,,
781,California,CA,49,H0CA49105,,Mike ,Paster,"Paster, Mike ",,LIB,395,100.00%,,,4290,2.26%,,,,
785,California,CA,50,H4CA49032,(I),Brian P.,Bilbray,"Bilbray, Brian P.",,REP,72605,100.00%,,,142247,56.65%,,,,
787,California,CA,50,H4CA50055,,Francine,Busby,"Busby, Francine",,DEM,29926,66.07%,,,97818,38.96%,,,,
788,California,CA,50,H0CA50061,,Tracy,Emblem,"Emblem, Tracy",,DEM,15370,33.93%,,,,,,,,
790,California,CA,50,H0CA50087,,Lars,Grossmith,"Grossmith, Lars",,LIB,587,100.00%,,,5546,2.21%,,,,
792,California,CA,50,H6CA50241,,Miriam E.,Clark,"Clark, Miriam E.",,PAF,68,100.00%,,,5470,2.18%,,,,
796,California,CA,51,H2CA50034,(I),Bob,Filner,"Filner, Bob",,DEM,40628,100.00%,,,86423,60.05%,,,,
798,California,CA,51,H0CA51036,,Nick,Popaditch,"Popaditch, Nick",,REP,27286,100.00%,,,57488,39.95%,,,,
800,California,CA,51,H0CA51044,,Marcus Jay,Shapiro,"Shapiro, Marcus Jay",,W,,,,,5,0.00%,,,,
803,California,CA,52,H8CA52052,(I),Duncan D.,Hunter,"Hunter, Duncan D.",,REP,72506,90.79%,,,139460,63.09%,,,,
804,California,CA,52,H0CA52034,,Terri R.,Linnell,"Linnell, Terri R.",,REP,7355,9.21%,,,,,,,,
806,California,CA,52,H0CA52042 ,,Ray ,Lutz,"Lutz, Ray ",,DEM,24639,71.26%,,,70870,32.06%,,,,
807,California,CA,52,H6CA52098,,Connie,Frankowiak,"Frankowiak, Connie",,DEM,9936,28.74%,,,,,,,,
809,California,CA,52,H0CA52018,,Michael,Benoit,"Benoit, Michael",,LIB,548,100.00%,,,10732,4.85%,,,,
813,California,CA,53,H0CA49055,(I),Susan A.,Davis,"Davis, Susan A.",,DEM,42976,100.00%,,,104800,62.26%,,,,
815,California,CA,53,H8CA53019,,Michael,Crimmins,"Crimmins, Michael",,REP,10780,34.43%,,,57230,34.00%,,,,
816,California,CA,53,H0CA53016,,Matt,Friedman,"Friedman, Matt",,REP,7251,23.16%,,,,,,,,
817,California,CA,53,H0CA53057,,Mari Hamlin,Fink,"Fink, Mari Hamlin",,REP,6751,21.56%,,,,,,,,
818,California,CA,53,H0CA53032,,C. Mason,Weaver,"Weaver, C. Mason",,REP,6527,20.85%,,,,,,,,
820,California,CA,53,H0CA53065,,Paul,Dekker,"Dekker, Paul",,LIB,506,100.00%,,,6298,3.74%,,,,
853,Colorado,CO,1,H6CO01141,(I),Diana,DeGette,"DeGette, Diana",,DEM,57527,100.00%,,,140073,67.42%,,,,
855,Colorado,CO,1,H0CO01078,,Mike,Fallon,"Fallon, Mike",,REP,13970,100.00%,,,59747,28.76%,,,,
857,Colorado,CO,1,H8CO01089,,Gary,Swing,"Swing, Gary",,GRE,Unopposed,,,,2923,1.41%,,,,
858,Colorado,CO,1,H0CO01110,,Clint,Jones,"Jones, Clint",,LIB,216,59.50%,,,2867,1.38%,,,,
859,Colorado,CO,1,H0CO01128,,Jeffrey,Schitter,"Schitter, Jeffrey",,LIB,147,40.50%,,,,,,,,
861,Colorado,CO,1,H0CO01094,,Chris,Styskal,"Styskal, Chris",,AMC,Unopposed,,,,2141,1.03%,,,,
864,Colorado,CO,2,H8CO02137,(I),Jared,Polis,"Polis, Jared",,DEM,47347,100.00%,,,148768,57.41%,,,,
866,Colorado,CO,2,H0CO02134,,Stephen,Bailey,"Bailey, Stephen",,REP,23439,69.36%,,,98194,37.90%,,,,
867,Colorado,CO,2,H0CO02142,,Bob,Brancato,"Brancato, Bob",,REP,10353,30.64%,,,,,,,,
869,Colorado,CO,2,H0CO02175,,Jenna,Goss,"Goss, Jenna",,AMC,Unopposed,,,,7087,2.74%,,,,
870,Colorado,CO,2,H0CO02159,,Curtis,Harris,"Harris, Curtis",,LIB,Unopposed,,,,5060,1.95%,,,,
871,Colorado,CO,2,H0CO02183,,Henry,Raibourn,"Raibourn, Henry",,W,,,,,7,0.00%,,,,
874,Colorado,CO,3,H6CO03139,,Scott R.,Tipton,"Tipton, Scott R.",,REP,39346,55.76%,,,131227,49.87%,,,,
875,Colorado,CO,3,H0CO03090,,Bob,McConnell,"McConnell, Bob",,REP,31214,44.24%,,,,,,,,
877,Colorado,CO,3,H4CO03167,(I),John,Salazar,"Salazar, John",,DEM,46148,100.00%,,,121114,46.03%,,,,
879,Colorado,CO,3,H0CO03116,,Gregory,Gilman,"Gilman, Gregory",,LIB,Unopposed,,,,5745,2.18%,,,,
880,Colorado,CO,3,H0CO03108,,Jake,Segrest,"Segrest, Jake",,UN,,,,,5018,1.91%,,,,
881,Colorado,CO,3,H0CO03124,,"John W., Sr",Hargis,"Hargis, John W., Sr",,W,,,,,23,0.01%,,,,
882,Colorado,CO,3,H4CO00015,,James,Fritz,"Fritz, James",,W,,,,,11,0.00%,,,,
885,Colorado,CO,4,H0CO04122,,Cory,Gardner,"Gardner, Cory",,REP,57358,100.00%,,,138634,52.48%,,,,
887,Colorado,CO,4,H8CO04067,(I),Betsy,Markey,"Markey, Betsy",,DEM,33982,100.00%,,,109249,41.35%,,,,
889,Colorado,CO,4,H0CO04148,,Doug,Aden,"Aden, Doug",,AMC,Unopposed,,,,12312,4.66%,,,,
890,Colorado,CO,4,H0CO04171,,"Ken ""Wasko""",Waszkiewicz,"Waszkiewicz, Ken ""Wasko""",,UN,,,,,3986,1.51%,,,,
893,Colorado,CO,5,H6CO05159,(I),Doug,Lamborn,"Lamborn, Doug",,REP,60906,100.00%,,,152829,65.75%,,,,
895,Colorado,CO,5,H0CO05095,,Kevin,Bradley,"Bradley, Kevin",,DEM,20814,100.00%,,,68039,29.27%,,,,
897,Colorado,CO,5,H6CO05225,,"Brian ""Barron X""",Scott,"Scott, Brian ""Barron X""",,AMC,Unopposed,,,,5886,2.53%,,,,
898,Colorado,CO,5,H0CO05103,,Jerell,Klaver,"Klaver, Jerell",,LIB,Unopposed,,,,5680,2.44%,,,,
901,Colorado,CO,6,H8CO06138,(I),Mike,Coffman,"Coffman, Mike",,REP,81067,100.00%,,,217400,65.67%,,,,
903,Colorado,CO,6,H0CO06077,,John,Flerlage,"Flerlage, John",,DEM,37950,100.00%,,,104159,31.46%,,,,
905,Colorado,CO,6,H0CO06085,,Rob,McNealy,"McNealy, Rob",,LIB,Unopposed,,,,9471,2.86%,,,,
906,Colorado,CO,6,H0CO06093,,Michael Shawn,Kearns,"Kearns, Michael Shawn",,W,,,,,7,0.00%,,,,
909,Colorado,CO,7,H6CO07023,(I),Ed,Perlmutter,"Perlmutter, Ed",,DEM,40534,100.00%,,,112667,53.44%,,,,
911,Colorado,CO,7,H0CO07026,,Ryan,Frazier,"Frazier, Ryan",,REP,26765,64.34%,,,88026,41.76%,,,,
912,Colorado,CO,7,H0CO07067,,Lang,Sias,"Sias, Lang",,REP,14835,35.66%,,,,,,,,
914,Colorado,CO,7,H0CO07075,,Buck,Bailey,"Bailey, Buck",,LIB,Unopposed,,,,10117,4.80%,,,,
936,Connecticut,CT,1,H8CT01046,(I),John B.,Larson,"Larson, John B.",,,,,Combined Parties:,,,,138440,61.25%,,
937,Connecticut,CT,1,H8CT01046,(I),John B.,Larson,"Larson, John B.",,DEM,*,,,,130538,57.75%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",
938,Connecticut,CT,1,H8CT01046,(I),John B.,Larson,"Larson, John B.",,WF,,,,,7902,3.50%,,,,
939,Connecticut,CT,1,H0CT01076,,Ann,Brickley,"Brickley, Ann",,REP,11438,59.48%,,,84076,37.20%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",
940,Connecticut,CT,1,H0CT01068,,Mark,Zydanowicz,"Zydanowicz, Mark",,REP,7791,40.52%,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",
941,Connecticut,CT,1,H8CT01111,,Joe,Visconti,"Visconti, Joe",,REP,,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",
943,Connecticut,CT,1,H0CT01084,,Kenneth J.,Krayeske,"Krayeske, Kenneth J.",,GRE,,,,,2564,1.13%,,,,
